date,player_a,player_b,score_a,score_b
2024-06-14,Thomas O'Keefe,David Kelliher,2,6
2024-06-14,Chris Johnson,Lorenzo Ernstzen,6,3
2024-06-14,Shane Leonard,Ben Gorski,6,5
2024-06-14,Ben Hood,David Armstrong,6,5
2024-06-14,Braedon Hale,Scott Adams,6,5
2024-06-14,Frank Lidonnici,Nathan Appleton,3,6
2024-06-14,Mick Taylor,Mitch Adams,3,6
2024-06-14,Padraig Fanning,Trevor Parker,6,5
2024-06-14,Darren Nicolich,Kyle Wilson,6,5
2024-06-14,Scott Healy,Stephen Hargreaves,2,6
2024-06-14,Steven Savannah,Decoda Cook,1,6
2024-06-14,Bruce McQuillan,David Kelliher,5,6
2024-06-14,Chris Johnson,Shane Leonard,6,2
2024-06-14,Ben Hood,Braedon Hale,4,6
2024-06-14,Nathan Appleton,Mitch Adams,6,5
2024-06-14,Vince Barbuto,Padraig Fanning,3,6
2024-06-14,Bronte Duncan,Darren Nicolich,6,4
2024-06-14,Kevin Malek,Stephen Hargreaves,6,5
2024-06-14,Dick Peters,Decoda Cook,5,6
2024-06-14,Shaief Azim,David Kelliher,5,6
2024-06-14,Tanarv Mahadea,Chris Johnson,6,4
2024-06-14,Darren Chambers,Braedon Hale,2,6
2024-06-14,Logan Brann,Nathan Appleton,2,6
2024-06-16,Dylan Vonderwall,Tanarv Mahadea,7,8
2024-06-16,Jamie Stains,Kevin Malek,6,8
2024-06-16,Rod Arthur,Bronte Duncan,5,8
2024-06-16,Padraig Fanning,Peter Mulipola,7,8
2024-06-16,Michael Tadd,David Kelliher,8,6
2024-06-16,Nathan Appleton,Sean Walpole,8,5
2024-06-16,Chase Daley,Braedon Hale,8,5
2024-06-16,Dave Schneider,Decoda Cook,2,8
2024-06-16,Tanarv Mahadea,Kevin Malek,8,7
2024-06-16,Bronte Duncan,Peter Mulipola,2,8
2024-06-16,Michael Tadd,Nathan Appleton,4,8
2024-06-16,Chase Daley,Decoda Cook,8,3
2024-06-16,Tanarv Mahadea,Peter Mulipola,8,6
2024-06-16,Chase Daley,Nathan Appleton,1,8
2024-06-16,Tanarv Mahadea,Nathan Appleton,4,8
