date,player_a,player_b,score_a,score_b
2024-10-16,Luke Foster,David Limareff,4,0
2024-10-16,Ron Kelly,Erik Westerholm,4,2
2024-10-16,Blair Kirkcaldy,Adam Langtree,1,4
2024-10-16,Jamie Myles,James Hay,4,2
2024-10-16,James Hammond,Justin Andrews,4,0
2024-10-16,Jakk Phillips,Tyreece Gray,2,4
2024-10-16,Danyal Porter,Jake Persello,4,1
2024-10-16,Scott Parker,Seb Lehtonen,4,0
2024-10-16,Jayden Domeika,Wayne Gilmour,4,0
2024-10-16,Nathan Nemes,Jacob Dunn,4,2
2024-10-16,Craig Stevens,Andrew Fidge,4,1
2024-10-16,Alex Kingsbury,Joseph Evans,2,4
2024-10-16,Rob Bowen,Scott Easton,4,0
2024-10-16,Brendan Kantor,Tim Olencewicz,4,0
2024-10-16,Chris Beagley,Troy Forrester,4,1
2024-10-16,Andy Marshall,Grant Selby,4,1
2024-10-16,Steve Jamieson,Jay Windross,5,1
2024-10-16,Chris Davis,Jack Hunter,3,5
2024-10-16,Jacob Marshall,Joe McClintock,5,2
2024-10-16,Toby Clack,Macwin Fernandes,5,1
2024-10-16,Paull Clack,Daniel Podgorski,5,2
2024-10-16,Nathan McMahon,Dane Beeton,5,2
2024-10-16,Cale Barrett,Aaron James,5,3
2024-10-16,Steve Saxon,Dave Collingridge,5,0
2024-10-16,Luke Foster,Ron Kelly,5,2
2024-10-16,Adam Langtree,Jamie Myles,2,5
2024-10-16,James Hammond,Tyreece Gray,5,2
2024-10-16,Danyal Porter,Scott Parker,5,4
2024-10-16,Jayden Domeika,Nathan Nemes,5,4
2024-10-16,Craig Stevens,Joseph Evans,5,1
2024-10-16,Rob Bowen,Brendan Kantor,2,5
2024-10-16,Chris Beagley,Andy Marshall,5,3
2024-10-16,Steve Jamieson,Jack Hunter,3,6
2024-10-16,Jacob Marshall,Toby Clack,3,6
2024-10-16,Paull Clack,Nathan McMahon,3,6
2024-10-16,Cale Barrett,Steve Saxon,2,6
2024-10-16,Luke Foster,Jamie Myles,6,0
2024-10-16,James Hammond,Danyal Porter,6,4
2024-10-16,Jayden Domeika,Craig Stevens,6,1
2024-10-16,Brendan Kantor,Chris Beagley,3,6
2024-10-16,Jack Hunter,Toby Clack,3,6
2024-10-16,Nathan McMahon,Steve Saxon,6,5
2024-10-16,Luke Foster,James Hammond,6,3
2024-10-16,Jayden Domeika,Chris Beagley,6,1
2024-10-18,Toby Clack,Nathan McMahon,6,3
2024-10-18,Luke Foster,Jayden Domeika,6,4
2024-10-19,Toby Clack,Luke Foster,3,7
