date,player_a,player_b,score_a,score_b
2024-06-09,Paul Pike,Roy Deveson,8,3
2024-06-09,Aaron Lynch,Matt Barrett,8,0
2024-06-09,Edmund Chen,Peter Smith,8,2
2024-06-09,Sid Scott,Danni Marlow,8,4
2024-06-09,Mick Norton,Mayana Aspinall,8,5
2024-06-09,Dave Rothall,Scott Hourigan,8,2
2024-06-09,Kyle Thomson,Adam Bleumink,8,3
2024-06-09,Patrick Hood,Alex Pace,8,6
2024-06-09,Brandy Sharp,Alec Evreniadis,0,8
2024-06-09,Wayne Kong-Gardiner,Jason Yu,2,8
2024-06-09,Joel Minahan,Temujin Dixon,0,8
2024-06-09,Jack Crawley,Corey Power,6,8
2024-06-09,Paul Pike,Aaron Lynch,6,8
2024-06-09,Marc Robertson,Justin Sajich,8,5
2024-06-09,Dave Rothall,Murray Jeffries,8,3
2024-06-09,Michael Cacciola,Mick Norton,8,5
2024-06-09,Phil Morton,Rob Bowen,3,8
2024-06-09,Matt Harmon,Jayden Thompson,8,3
2024-06-09,Joseph Rennie,Alex Kingsbury,5,8
2024-06-09,Steve Woods,Edmund Chen,8,4
2024-06-09,Steve Halliday,Paul Carlile,8,6
2024-06-09,Sid Scott,Greg Segal,6,8
2024-06-09,Greg Segal,Matt Harmon,8,5
2024-06-09,Rob Bowen,Michael Cacciola,4,8
2024-06-09,Patrick Hood,Aaron Lynch,8,3
2024-06-09,Alec Evreniadis,Temujin Dixon,0,8
2024-06-09,Steve Halliday,Kyle Thomson,2,8
2024-06-09,Steve Woods,Corey Power,8,2
2024-06-09,Alex Kingsbury,Dave Rothall,2,8
2024-06-09,Jason Yu,Marc Robertson,0,8
2024-06-10,Marc Robertson,Temujin Dixon,5,9
2024-06-10,Michael Cacciola,Patrick Hood,9,4
2024-06-10,Greg Segal,Dave Rothall,9,8
2024-06-10,Steve Woods,Kyle Thomson,9,7
2024-06-10,Temujin Dixon,Greg Segal,10,1
2024-06-10,Michael Cacciola,Steve Woods,10,8
2024-06-10,Michael Cacciola,Temujin Dixon,11,7
