date,player_a,player_b,score_a,score_b
2024-08-10,Jack Crawley,Adam Dunn,7,6
2024-08-10,Graeme Stoneman,Jamie Buettner,5,7
2024-08-10,Phil Aird,Shayden Brown,5,7
2024-08-10,Shayne McCulloch,Steve Halliday,0,7
2024-08-10,Kylie Bellinger,Ethan Brown,3,7
2024-08-10,Neal Kelly,Tayla Cluney,7,2
2024-08-10,Chris Duckett,Adam Bleumink,1,7
2024-08-10,Aidan Stafford,Joe Watkins,7,6
2024-08-10,Padraig Fanning,Colin Gamble,7,5
2024-08-10,Alex Pace,Alec Evreniadis,4,7
2024-08-10,Sam Thurgood,Steve Jamieson,5,7
2024-08-10,Ryan Betts,Jason Ahmad,1,7
2024-08-10,Scott Francombe,Callan Bissett,0,7
2024-08-10,Jacob Dunn,Adam Smith,6,7
2024-08-10,Travis Crawley,Bronte Duncan,7,3
2024-08-10,Rob Bowen,Jack Crawley,7,3
2024-08-10,Phil Toohey,Mick Norton,3,7
2024-08-10,Jamie Buettner,Shayden Brown,4,7
2024-08-10,Steve Halliday,Ethan Brown,6,7
2024-08-10,Neal Kelly,Adam Bleumink,6,7
2024-08-10,Aidan Stafford,Padraig Fanning,6,7
2024-08-10,Alec Evreniadis,Steve Jamieson,7,4
2024-08-10,Jason Ahmad,Callan Bissett,7,4
2024-08-10,Adam Smith,Travis Crawley,3,7
2024-08-10,Rob Bowen,Mick Norton,5,7
2024-08-10,Shayden Brown,Jeremy McGuire,5,7
2024-08-10,Ethan Brown,Troy Rudling,7,3
2024-08-10,Michael Cacciola,Adam Bleumink,5,7
2024-08-10,Peter Donati,Padraig Fanning,5,7
2024-08-10,Alec Evreniadis,Paul Pike,7,6
2024-08-10,Jason Ahmad,Paull Clack,3,7
2024-08-10,Terry Shiells,Travis Crawley,1,7
2024-08-10,Nathan Gibson,Mick Norton,4,7
2024-08-10,Jeremy McGuire,Ethan Brown,7,2
2024-08-10,Adam Bleumink,Padraig Fanning,7,3
2024-08-10,Alec Evreniadis,Paull Clack,6,7
2024-08-10,Travis Crawley,Mick Norton,7,4
2024-08-10,Jeremy McGuire,Justin Sajich,7,5
2024-08-10,Adam Bleumink,Andy Barnett,7,6
2024-08-10,Paull Clack,David Rothall,0,7
2024-08-10,Travis Crawley,Scott Parker,7,4
2024-08-11,Jeremy McGuire,Adam Bleumink,7,5
2024-08-11,David Rothall,Travis Crawley,7,5
2024-08-11,Kurt Dunham,Jeremy McGuire,7,5
2024-08-11,John Wheeler,David Rothall,5,7
2024-08-11,Kurt Dunham,David Rothall,7,1
2024-08-11,Jake McCartney,Kurt Dunham,6,7
2024-08-11,Temujin Dixon,Kurt Dunham,6,8
